cell id,normalized depth,axon branch points,axon width,axon height,axon robust width,axon robust height,axon x-bias,axon z-bias,axon tips,axon total length,axon max path distance to soma,axon max branch order,axon max path angle,axon median path angle,axon max segment length,axon log max tortuosity,axon log min tortuosity,axon log median tortuosity,axon max branch angle,axon min branch angle,axon mean branch angle,axon above soma,soma radius,mean initial segment radius,axon mean neurite radius,axon max Euclidean dist,axon first bifurcation moment,axon bifurcation standard deviation,dendrite branch points,dendrite width,dendrite height,dendrite robust width,dendrite robust height,dendrite x-bias,dendrite z-bias,dendrite tips,dendrite total length,dendrite max path distance to soma,dendrite max branch order,dendrite max path angle,dendrite median path angle,dendrite max segment length,dendrite log max tortuosity,dendrite log min tortuosity,dendrite log median tortuosity,dendrite max branch angle,dendrite min branch angle,dendrite mean branch angle,dendrite above soma,dendrite mean neurite radius,dendrite max Euclidean dist,dendrite first bifurcation moment,dendrite bifurcation standard deviation,stems,stems exiting up,stems exiting down,stems exiting to the sides,Log1p fraction of axon above dendrite,Log1p fraction of axon below dendrite,Log1p fraction of dendrite above axon,Log1p fraction of dendrite below axon,EMD axon dendrite
731733715,0.548875873,52,220.86,483.96,160.2825,410.075,76.97999999999999,325.08,53,4727.596880467657,645.5404938458098,14,40.70729373996976,2.974818369720326,397.1730836725206,0.7169261437473018,0.0003266411389211,0.0995549322391696,175.8328037258749,12.879607095128383,80.67533735665431,0.848534874122988,7.4764,0.1144,0.1144,447.59790191644106,67.6648076923077,58.45424234424684,19,237.92,187.83,191.56475,146.1435,3.200000000000003,-59.55,22,2802.8195394594345,312.83198234175745,6,35.55419175039708,3.627464936309949,224.4999128835282,0.7223909766903486,0.0080457989444813,0.1017409049536367,136.72407818612334,19.624017136160887,78.91274275892856,0.4309681929395316,0.2495158817318276,260.3151910665223,-6.361052631578948,28.252868861267288,4,0.25,0.25,0.5,0.3417058494610369,0.0,0.0,0.0,0.4310440706944088
731765828,0.683873371,117,394.82,820.1800000000001,275.6142499999999,713.22425,39.31999999999999,396.48,119,10829.874033176678,877.9746571222297,19,46.25758717244624,2.974320359413491,378.60074218468736,1.0119867643988814,0.0,0.0779467519569667,167.60663681495743,6.906970328767712,84.94262814815319,0.8870909419634786,6.2772,0.1144,0.1144,660.8518569997364,129.29752136752137,94.2552714606981,30,270.56,452.9500000000001,211.1995,361.73025,56.46,-84.39000000000001,35,5310.40023203043,368.97480019472056,6,37.38448896877482,4.3325715079625375,333.8581846159439,0.3199444463161554,0.0024952996851368,0.0934408857872201,106.05890889117369,19.872764413224804,56.85050073714236,0.6870243178021163,0.2353176666014668,312.6775749873982,28.93166666666667,37.53903844296257,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0874557427777639,0.0,0.0,0.0068449069396978,0.2015581750490686
731882356,0.147477432,105,744.3499999999999,395.09,563.18375,297.19125,234.45,-230.61,108,12093.506477449457,850.9106476696938,14,42.089655526226416,3.059365412320404,265.90749051344795,0.7852375936509768,0.0008024338099675,0.0846041501508971,171.91502395263743,7.820769373462318,88.26204002401055,0.5877392150502757,4.8471,0.1144,0.1460954438115133,494.2710131092051,-10.427333333333335,58.97293704204564,20,204.89,182.48,149.30849999999992,146.26775,26.309999999999988,-48.96,23,2425.713819537824,235.3225006288133,5,35.41953653753285,2.876580478319939,189.6480572593157,0.5331744724713361,0.0050667090471105,0.0503831572200114,123.34565391081397,29.905761384843284,69.93233946765642,0.5267857142857143,0.2345025101518162,171.953781290206,-1.4235,22.014170271668203,4,0.25,0.0,0.75,0.014410747311359,0.0823853294895252,0.0,0.0,0.2767912431389562
731917470,0.229832537,65,492.23,426.94000000000005,390.4455,347.80875000000003,190.75,-127.9,66,6930.025954085705,791.0866963771847,18,37.2801809039782,2.3092198344094386,376.5898870446942,0.5161809224749749,8.038383437695264e-05,0.0575144161455702,164.93904096312772,6.452438213536016,76.38441684654882,0.4975258023469532,5.148,0.1716,0.152387786259542,483.0583568265847,-10.4976923076923,87.20252411253722,17,196.56,206.03,151.90650000000002,136.31575000000004,17.36,-12.449999999999989,23,2515.1583736572798,224.12313486692472,4,32.77434125792184,2.760994075812242,157.68314764102934,0.3906843986381767,0.0041138131592172,0.0528002471586075,152.61437522663408,13.694185498776676,74.57437892923956,0.3548009367681499,0.27996438356398,204.9942426020789,-6.743529411764706,18.659202095410464,7,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.1247805047420806,0.0655277107893467,0.0,0.0,0.9457585900489304
736884821,0.294276061,101,296.96,547.23,196.5889999999999,496.184,67.49999999999999,-144.53,102,6953.820829008732,605.8720109591281,20,72.55035859031024,7.399280439766593,185.35463540422057,0.7523023085768316,0.0016626042499522,0.1205876517690804,169.04071133320508,7.9996485168222256,97.54571507756886,0.1959882992060175,4.5983,0.1144,0.1225714285714286,377.1730723421278,-129.88188118811885,120.80313683318974,29,166.32,370.44,125.1305,315.14200000000005,0.6200000000000045,13.939999999999998,31,2251.8544603956243,285.9780689390176,6,66.92923772500731,8.05891522864204,142.55295412506845,0.2833995228635477,0.0067392204933139,0.1002328419183604,128.9087778285153,28.106507565418337,76.02931769268555,0.2924406047516198,0.258323562925033,205.9808658589433,-14.826206896551724,49.73525783404829,3,0.6666666666666666,0.3333333333333333,0.0,0.0,0.1505024595194523,0.0,0.0,0.4421137123906815
738041476,0.196963248,76,229.63,420.6,170.356,335.6579999999999,41.88999999999999,-272.72,77,5807.671642535478,809.0440117703225,22,49.65826823022395,3.992592084740538,190.18473148297792,0.8392951182828873,0.000717468011267,0.1258332445562703,178.93078760306554,5.508227991289328,105.67191903138598,0.096157073334452,4.004,0.1716,0.141759477124183,348.86477122231764,-102.02960526315788,84.58138176119883,48,166.24,248.3,132.22,221.12625,14.679999999999993,32.68000000000001,49,3648.7028152715247,259.31441641781095,10,49.52821117280951,5.870754757687766,159.20966959592533,0.4569962120288011,0.008651486789478,0.0964574542163468,147.89596517186837,18.163398838012167,75.29951549362728,0.4040565785962103,0.286776865194124,199.1797502257697,-1.3750000000000049,54.814775228339066,2,0.5,0.5,0.0,0.0,0.2370421535664692,0.0,0.0,0.4160689182324213
738043822,0.184900623,40,121.71,404.41,92.59125,337.1275,2.5899999999999963,-242.27,41,3138.064775182809,448.5854772613524,10,56.85661628995671,3.2033104377393453,187.3217785920578,0.5822995714160454,0.0001049026601576,0.0841124661175447,160.65980967523467,18.312070860546367,89.97894363217867,0.1874805356586733,4.9764,0.1144,0.1144,347.2978183058454,-75.95499999999998,78.68900088322381,26,173.19,273.28,127.45624999999998,202.26399999999995,52.95,-45.11999999999999,28,2841.5809872722443,317.09078133679645,6,69.00616957505733,10.27956478415663,156.85579886411168,0.6350374293328226,0.0135931704050934,0.1223671812441183,139.37812352464627,8.673150517805976,73.66540565673557,0.3973487423521414,0.2758848438471921,254.6076795778164,-10.750384615384611,39.5044395246884,3,0.6666666666666666,0.3333333333333333,0.0,0.0,0.1599619416067398,0.0,0.0,0.2718702979920532
738401019,0.157724957,69,211.36,550.8,166.8005,438.8232499999999,12.14,-297.66,70,6212.388291206107,614.2868065460341,16,55.9084526272386,2.7751972842344497,363.116920862844,0.933742001947406,0.0024504856166734,0.1108969977003217,160.73086367306627,10.36536708471306,81.20454413299723,0.3106811389019978,4.3758,0.1716,0.1152230215827338,441.35704979075615,-53.04275362318841,99.98906160297558,21,126.53,294.48,116.489,241.2325,47.13,-97.1,22,2271.405696880636,290.1806044416015,7,47.03502942478063,5.559945677828853,188.645349844816,0.4168658955819474,0.0075496017225734,0.0630165037174601,123.7301839076822,9.741998993458258,54.69477327814,0.4408092983211364,0.297392300825532,274.9481487480867,-12.56,48.05400691880315,2,0.5,0.5,0.0,0.0,0.1315828224351839,0.0,0.0,0.5458943744057394
738859085,0.234687748,45,281.84000000000003,340.67,209.01249999999996,315.0564999999999,32.66,-271.61,46,4338.811027846235,603.054784730636,12,46.00142268475904,3.5808254835755875,252.42555256850696,1.0430162399723846,0.0036671659127832,0.125489487629355,164.08983366515187,28.205787394464583,95.77320052745112,0.0972651080723423,4.004,0.1144,0.1144,325.01928019734464,-73.64133333333334,75.72764648836424,14,159.3,237.29,148.425,213.77,96.32,-94.79,16,1197.5486621410942,247.569822561522,7,49.32635129507921,7.475299909593718,141.59058482705777,0.3795717435789208,0.0157270229822628,0.1031108664953197,139.67777131262008,39.30494091173109,78.03753922964519,0.393843725335438,0.3039663070291252,189.19980893225025,-22.28928571428571,48.95552755370147,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.1638083492722961,0.0295511394356547,0.0,0.5021413235228079
739539292,0.609332968,95,394.78,645.59,282.998,568.942,167.06,370.87,96,10466.663929021268,1057.535723469199,16,42.13170337318342,3.823725500590983,444.23802445439264,0.5455280271406867,0.0001446618097523,0.0878562685146246,165.65266985829996,8.91191132211465,80.0468569787268,0.5743724241288872,6.171,0.1144,0.1144,578.8354786983949,123.93273684210526,215.4179451130296,25,357.44,214.11,293.14,171.0275,99.92000000000002,-117.55,26,2321.0144747328686,339.8371221892343,10,50.78377871864888,7.302773390676086,176.03041365248592,0.4778141647323023,0.0,0.1118371443611715,120.77649003366854,15.259091353064557,71.56369357450689,0.0490566037735849,0.2994871357218007,250.35596777388795,-61.5388,40.780000717999016,2,0.0,0.0,1.0,0.2963090466120134,0.0,0.0,0.0,0.6355999820911414
