,AP Fano factor,AP amplitude (mV),AP amplitude adaptation index,AP amplitude average adaptation index,AP coefficient of variation,AP threshold (mV),AP width (ms),Afterdepolarization (mV),Afterhyperpolarization (mV),Burstiness,ISI Fano factor,ISI adaptation index,ISI average adaptation index,ISI coefficient of variation,Input resistance (MOhm),Latency (ms),Max number of APs,Membrane time constant (ms),Rebound number of APs,Resting membrane potential (mV),Rheobase (pA),Sag ratio,Spike frequency adaptation,Upstroke-to-downstroke ratio
20190110_sample_4,0.11953244850321483,73.2962228357792,0.9056035302459928,0.9934189386319944,0.04398720590332475,-30.888844281435038,1.1000000000000036,0,-10.416563600301718,0.0,0.0003653458757613794,1.0983606557377037,1.024133898278623,0.15640240721181964,,7.499999999999993,33,,0,-61.550552598097255,240.0,,0.7368421052631579,1.3718287478329454
20190610_sample_3,1.0151243724949022,95.8566255867481,0.5552153011315614,0.9881828899897855,0.12724747698112415,-60.499452054500566,1.6333333333333337,0,24.857882410287843,0.0,0.0013875453175028385,0.8722826086956527,1.0700317894927993,0.25050037762624566,,-0.2999999999999947,23,,0,-57.79640162311909,280.0,,0.8333333333333334,1.6171644873482822
20180904_sample_2,0.23982655125954613,75.55832806974676,0.8427186928083175,0.9909280485139732,0.06436756048694683,-60.73034120102722,0.7666666666666655,0,-6.3553123424450675,0.0,8.152789355666271e-05,1.2976588628762549,1.0145111923715777,0.07621289944065796,,5.76666666666667,36,,0,-78.07097252168589,480.0,,0.8947368421052632,1.675074011239084
20180904_sample_3,0.04090785094956621,74.21882264316088,0.9286082782480227,0.9965936413633948,0.024902000477272097,-34.12539698183538,0.6000000000000033,0,-9.56746749579905,0.0,0.0001115777411074444,1.103806228373701,1.013130482982621,0.09594834156872718,,6.233333333333327,41,,0,-58.471005419269204,180.0,,0.8636363636363636,1.3354327715437462
20180904_sample_4,0.015028413543284106,76.37074093023936,0.9392012619979319,0.9975350832668269,0.014527140223165388,-50.26369045178098,0.5666666666666598,0,-13.932203253110224,0.0,0.0001346067482387832,1.1884498480243155,1.0192398791799353,0.09291608222108301,,7.866666666666661,32,,0,-69.26689163098733,120.0,,0.8823529411764706,1.169549478178976
20180904_sample_5,0.034487326568929146,69.39620710909364,0.9255938881500968,0.9964752983437938,0.023464322358094265,-33.185217529535294,0.5666666666666736,0,-10.918851941823966,0.0,0.00012659222497932073,1.1496598639455773,1.0143821322892788,0.09707594363284602,,8.2,37,,0,-66.35284381525383,280.0,,0.85,1.2653866301867673
20180904_sample_7,0.03395859113436719,52.96522937715052,0.9440655341594063,0.9966530189700317,0.026653861263140222,-33.65306059519448,0.7999999999999952,0,-9.456784774859756,0.0,0.000119169782945501,1.1414790996784543,1.0144795904340782,0.09364002268268322,,6.3333333333333295,37,,0,-60.90649089010225,260.0,,0.85,0.9737901362918613
20180904_sample_9,0.03623661868399473,73.51088337600225,0.9352166364232244,0.996795417445814,0.023407394242628415,-32.48249553143973,0.5666666666666598,0,-12.983080620567051,0.0,6.638582079400427e-05,1.1513157894736854,1.011775487790076,0.07160702970016508,,6.900000000000003,38,,0,-64.83726363546319,240.0,,0.9,1.2017995946551914
20190205_sample_2,11.804470704208514,99.47754815220826,0.5821839841698472,0.8742809979192976,0.5335357124196287,-58.520834892988184,1.3000000000000096,0,17.044452329476655,0.0,0.04341315199497019,0.867532467532467,1.4065521885053487,1.1441527175128121,,-0.1666666666666622,10,,0,-58.56659669346279,240.0,,0.2857142857142857,2.3924069981915794
20190205_sample_4,3.6277884007613097,81.32395769158998,0.7269952034869803,0.9598302349193839,0.3022280443519988,-36.64870063463847,1.1333333333333333,0,-2.4852578838666233,0.0,0.0026925543848815812,1.1372549019607856,1.0769052353186856,0.31781419243410575,,4.833333333333329,19,,0,-62.12709900053839,240.0,,0.7272727272727273,2.2747243107681427
20190205_sample_6,0.22419096821248358,79.21766986449532,0.918936569980476,0.9911902627853733,0.05862758745594287,-42.659831543763424,0.633333333333333,0,-13.904765248298702,0.0,0.0005715720803650047,1.22222222222222,1.0361256790308837,0.17586340651562557,,8.066666666666666,27,,0,-70.93787602335215,340.0,,0.8,1.4019080932371517
20190205_sample_7,0.0236212886938852,73.78220868607356,0.9262236370369162,0.9971469421610244,0.018795938875256935,-48.54486448069415,0.5333333333333301,0,-13.947919631997728,0.0,3.964163911887128e-05,1.15,1.0094266364133584,0.05780177652174958,,7.233333333333328,42,,0,-70.0426607425842,240.0,,1.0,1.0674526446656363
20190201_sample_2,0.28386832503373916,67.07369784514098,0.8809584280078698,0.9935638424785845,0.07398093378794049,-35.388873269160534,0.6666666666666626,0,-7.874014476935123,0.0,2.885724958695902e-05,1.096774193548386,1.0040358534711595,0.05135231222036679,,3.866666666666671,46,,0,-60.53682221720616,300.0,,1.0,1.4733574915272483
20190201_sample_3,0.016631493652168112,73.08117548624688,0.9487261390872265,0.9979818425104852,0.015651794825168232,-37.10557892918574,0.6000000000000033,0,-13.994740322232374,0.0,2.7830400089322044e-05,1.126666666666668,1.0078008195561108,0.049387316310772415,,8.400000000000004,44,,0,-66.1145209516916,200.0,,1.0,1.2519849822992872
