,AP Fano factor,AP amplitude (mV),AP amplitude adaptation index,AP amplitude average adaptation index,AP coefficient of variation,AP threshold (mV),AP width (ms),Afterdepolarization (mV),Afterhyperpolarization (mV),Burstiness,ISI Fano factor,ISI adaptation index,ISI average adaptation index,ISI coefficient of variation,Input resistance (MOhm),Latency (ms),Max number of APs,Membrane time constant (ms),Rebound number of APs,Resting membrane potential (mV),Rheobase (pA),Sag ratio,Spike frequency adaptation,Upstroke-to-downstroke ratio
658447323,2.208155865304575,80.10416793823262,0.8124837798479543,0.9439562886250435,0.2069764795371124,-37.22916666666661,0.633333333333333,0.0,-6.8333371480306795,0.0,0.0032896969696969685,1.034843205574912,1.1575506095183112,0.38237253328233994,,16.33333333333334,12,,0,-59.91649593607585,80.0,,0.09090909090909091,3.152711425346606
659012847,0.24819590168432168,74.55208587646456,0.9023333661833297,1.0016424908529604,0.05974212413810943,-42.53125,0.2999999999999947,0.0,-17.656253814697266,0.0,0.0026313328592679776,1.1440922190201714,1.1101745611758511,0.46195913643491043,,7.800000000000002,22,,0,-73.27881915452744,370.0,,0.1,1.472399431031485
659405820,0.6072847084839402,78.82292175293003,0.9410598932053365,0.9905672934112052,0.10107079195477806,-44.09375381469722,0.4333333333333411,0.0,-19.145832061767635,0.0,0.00037977451856283963,1.0682730923694805,1.0262304914331053,0.16316108191786366,,7.133333333333339,35,,0,-69.8869093492296,260.0,,0.8421052631578947,1.7995317535164443
659405868,0.750970619687582,78.50000063578284,0.8671709545226933,0.9509466100147547,0.10872717716195048,-31.687500635782833,0.6666666666666626,0.0,-13.312499364217167,0.0,0.008370347023241,1.6653266331658285,1.2902791593179195,0.32852261811761957,,15.333333333333337,7,,0,-49.187172568003334,130.0,,0.75,3.474095054354171
659413418,0.6059257012774665,79.3125025431315,0.9105594905175858,0.9193653793370461,0.09298618672407338,-46.84375254313151,0.3999999999999976,0.0,-14.875001271565758,0.0,0.0001859372950282052,1.090163934426228,1.1785406138296564,0.14056034158037958,,6.466666666666662,4,,0,-67.74327427164714,260.0,,,2.0166989644955104
659697295,0.05011956500198463,65.12500381469714,0.8459692890871037,0.9957217169549405,0.02924382155753069,-35.937503814697266,0.5666666666666736,0.0,-9.36458079020182,0.0,0.0004904220729626285,1.1057082452431286,1.0309760829875938,0.14573156637990936,,7.499999999999993,22,,0,-75.09905184766981,520.0,,0.8333333333333334,2.9327887515201088
660050258,0.20717437247213022,58.822921752929375,0.9305825459831327,0.9919295081941484,0.0637785391858689,-42.218753814697095,0.5999999999999894,0.0,-8.260414123535298,0.0,0.018513539109162334,1.2081218274111658,1.2319234400972692,0.7902769714465706,,60.400000000000006,14,,0,-68.62867730373806,29.999998,,0.2727272727272727,2.425944156873438
661189529,0.25741156050603187,67.09375572204577,0.9523365219532843,0.9890732420076013,0.06753269753164055,-35.28125381469714,0.6000000000000033,0.0,-8.510414123535284,0.0,0.004555495952145536,0.76487252124646,1.0765359488594468,0.43232190647216956,,17.200000000000006,20,,0,-63.77046097988552,160.0,,0.5384615384615384,2.42782491546078
661318431,0.642339809477949,76.2187538146973,0.9129424504320175,0.9860564018169931,0.10718015534799666,-40.656253814697266,0.5000000000000004,0.0,-16.90625,0.0,0.00020852736134246503,1.1014925373134314,1.0193863682059146,0.11413029208237911,,7.800000000000002,31,,0,-62.5209401067098,260.0,,0.8235294117647058,1.8268415064633343
661319074,0.341164329469172,75.77083587646473,0.9509210904567182,0.9846630416480887,0.07298862725913662,-39.66666793823241,0.5666666666666598,0.0,-12.54166793823245,0.0,0.006051274413951482,1.132183908045978,1.1225241782825768,0.4497276001769782,,11.933333333333337,15,,0,-61.14516271167331,160.0,,0.36363636363636365,2.1568303789729906
661422439,0.5397574169800974,82.01042048136394,0.7307252528268601,0.9770617305066309,0.09152910448986487,-37.00000127156576,0.7666666666666655,0.0,3.843747456868492,0.0,0.006546155912231683,2.7745098039215677,1.328781277981311,0.39295361198858025,,5.933333333333332,12,,0,-64.06163063685099,270.0,,0.7142857142857143,3.5877267686775416
661492805,0.5218604384532641,85.70833714803041,0.9167477093532094,0.986761642523729,0.08851605447474907,-36.125003814697266,0.4666666666666708,0.0,-13.510414123535156,0.0,0.0016883844690400377,0.9915492957746453,1.0478538954296293,0.2780355434306595,,14.533333333333328,23,,0,-60.49511766942342,160.0,,0.6428571428571429,2.131902519303523
663193112,0.2511342662642074,61.15625254313138,0.9546925325282765,0.9985784143731693,0.06788729588019567,-46.21875254313138,0.3999999999999976,0.0,-18.56250508626315,0.0,0.0002728880677566545,0.8741935483870958,1.014191698606721,0.15462079555068967,,5.8666666666666725,43,,0,-62.20492293802897,119.99999,,0.7916666666666666,1.5245559710093892
666141992,0.06956916237982065,66.76042238871229,0.9349352528851845,0.9969228426045134,0.03400350519591593,-43.968753814697266,0.3666666666666679,0.0,-14.90625,0.0,6.880737292426335e-05,0.9774436090225542,1.0051679783228016,0.08763511724343202,,6.1999999999999975,56,,0,-74.2456309483846,550.0,,0.8666666666666667,1.640628395256039
667473785,0.146759406857707,62.1145839691161,0.9528760900463797,0.9935685544393942,0.05230318850153212,-38.875,0.3333333333333244,0.0,-15.26041793823245,0.0,0.00048749644000723857,1.2118959107806706,1.0288813000479677,0.1762558334176335,,8.333333333333332,31,,0,-67.6971118681166,340.0,,0.7222222222222222,1.6973657003447675
667492234,0.02827599545439298,65.08333714803061,0.9443021604236311,1.0001402472910446,0.020885686915185643,-33.052083333333336,0.6666666666666626,0.0,-12.250001271565743,0.0,0.00023241742596810953,1.06379821958457,1.0244763818004778,0.08911436420574505,,12.63333333333333,17,,0,-76.79101393296983,360.0,,0.8888888888888888,2.9797122030150915
668176228,0.713861650612511,71.41667048136355,0.9470536250260557,0.9550346537280685,0.10920222328006765,-32.187503814697266,0.4333333333333411,0.0,-21.28125,0.0,0.001469012662161108,1.196610169491525,1.1287813486364666,0.22433249147153406,,26.400000000000006,8,,0,-69.53110195583767,190.0,,0.0,1.443447310853356
668337999,0.2603922338757873,77.46875127156571,0.9101788616471672,0.9932356900310537,0.06503805305099125,-41.875001271565715,0.3999999999999976,0.0,-15.06250254313155,0.0,0.00023494119703222678,1.1440677966101713,1.017382430926974,0.13810783050258832,,5.76666666666667,41,,0,-66.11946174791123,320.0,,0.8636363636363636,1.6172183066539298
668464797,0.06437885878616233,74.42708841959634,0.8923722444145098,0.9961157326041001,0.031540103956404573,-45.4062538146972,0.5000000000000004,0.0,-6.875000000000064,0.0,0.00032566745693990375,1.0985401459854027,1.0237804052740571,0.14567030274496012,,8.266666666666673,32,,0,-71.00439194064671,160.0,,0.7777777777777778,2.8104891355495414
669047778,0.1539940831408415,75.25000572204587,0.9814507127843672,0.9911832819718129,0.04779422591558231,-43.656253814697244,0.6666666666666765,0.0,-16.145830790201856,0.0,0.0004689661728569902,1.1087719298245604,1.0278284602714913,0.13390727095519983,,20.26666666666667,19,,0,-71.59560929022895,140.0,,0.9,2.439511335924365
669072736,0.02358156220136302,58.65625127156576,0.9646599949493866,0.9984058774063298,0.02058914377837306,-37.59375127156576,0.3666666666666679,0.0,-15.687498728434242,0.0,5.352158879686401e-05,0.9793510324483762,1.0036196366953758,0.07123084571908173,,12.233333333333333,47,,0,-73.66433283148871,239.99998,,0.9583333333333334,1.5572943552741816
669074640,0.9220193988049555,56.68750190734863,0.9557148458681224,0.9928013920671586,0.1510038574566525,-32.9375,0.5666666666666598,0.0,-13.500003814697308,0.0,0.0021598442192192185,0.7445652173913032,1.064789583156929,0.3820149476362342,,11.899999999999993,33,,0,-62.38941955481634,300.0,,0.5714285714285714,1.8991711461901206
669165397,0.4925020283287306,75.2083371480306,0.9443213493712551,0.97587335588527,0.08861460494107645,-42.76042048136393,0.5333333333333301,0.0,-13.281248728434235,0.0,0.0029220829282942543,1.3849999999999998,1.1083091725571166,0.2735396604024151,,24.36666666666666,13,,0,-75.10116290113662,200.0,,0.625,2.151489973474962
669523148,0.07861708122819673,70.8958333333334,0.8229503648406518,0.9949544926622671,0.03526899304479801,-37.31249999999989,0.6666666666666626,0.0,-7.489584604899186,0.0,0.00014673653239314643,1.1769383697813143,1.0207542074547653,0.08175078196088637,,8.300000000000002,23,,0,-76.93051135847304,330.0,,0.9166666666666666,3.172938917239878
669825289,0.07453169834169547,46.552083333333336,0.8635041874296351,0.99623791796315,0.043192429101618815,-36.0625,0.3999999999999976,0.0,-14.531253814697266,0.0,0.0001172154384107128,0.9449541284403654,1.0050188757931116,0.1013088262512556,,7.099999999999995,43,,0,-70.85229234992133,270.0,,0.8695652173913043,1.7498294144835675
669838950,1.360786502088553,50.541670481363816,,,0.17809882837442373,-31.864585876464727,0.26666666666666505,0.0,-24.16666793823254,0.0,,,,,,8.533333333333337,2,,0,-70.21437234751383,400.0,,,1.2855758428501127
670091720,0.33229375931696525,45.39583428700775,1.2659476838387635,1.0081108544864106,0.07650449261815605,-33.583333333333435,0.26666666666666505,0.0,-23.447920481363873,0.0,0.0006311606282877662,1.0624999999999958,1.0327628516313871,0.2523017555148375,,32.86666666666665,45,,0,-68.02568340301514,380.0,,0.7307692307692307,1.1484231519651915
670340941,0.7348571043269515,67.39583524068198,0.9539412498243115,0.9902496261998893,0.12226863640253964,-37.875,0.5666666666666736,0.0,-13.750003814697266,0.0,0.0002896965510890081,0.8959107806691455,1.0111416637969888,0.16435550704441107,,7.199999999999998,46,,0,-60.64305156241523,190.0,,0.7692307692307693,2.330402704659256
673132928,0.38529988216593597,60.14583365122477,0.9738483384090496,0.9768004852875837,0.0861488844150337,-45.916666666666664,0.5000000000000004,0.0,-13.406252543131515,0.0,0.008435841539048035,1.1540983606557385,1.234708168082067,0.46211386673350285,,17.06666666666666,12,,0,-73.24541578250461,130.0,,0.5,1.8922274750920516
673395815,0.21961236500347933,84.34375254313159,0.9444238623648719,0.9922510524243177,0.05591710673022465,-40.468751271565736,0.5666666666666736,0.0,-18.28125,0.0,0.00029263241488847516,1.1311475409836058,1.0227148792665526,0.1348600118725597,,9.566666666666668,31,,0,-74.46440294477675,260.0,,0.8235294117647058,2.5053179899632534
673427380,1.347040714825154,72.8541723887125,0.882756579223239,0.9468765198617929,0.15302052205223193,-30.54166857401524,0.5666666666666598,0.0,-11.114585240682025,0.0,0.036076260191632445,1.705223880597019,1.7457410232445003,0.7613760713955482,,25.66666666666667,7,,0,-60.77004801898533,80.0,,0.4,1.6639056933635454
674069192,2.490666489565809,70.78125381469721,0.875055212336491,0.8932074568825107,0.21855130010878154,-39.3750038146972,0.633333333333333,0.0,-12.906250000000021,0.0,0.00630406487478962,1.1042524005486962,1.2150012926258036,0.39691983532104624,,19.733333333333338,8,,0,-61.51490193091498,130.0,,0.14285714285714285,1.8299023436582373
674126167,0.024503191500462793,47.812503496805824,0.9389977526764034,0.9970335870745717,0.02367989651039732,-35.65625254313151,0.5333333333333301,0.0,-14.531251271565758,0.0,4.679842796566384e-05,1.141263940520446,1.0095714678901722,0.06493573873318388,,6.83333333333333,45,,0,-68.90879494645861,270.0,,0.9565217391304348,1.984031160533334
674495385,0.1498579532514563,70.18750127156576,0.9538439167126842,0.9897961177814071,0.04939016161333986,-39.624999999999936,0.733333333333322,0.0,-7.520835876464922,0.0,0.0030885811135109176,1.1495016611295654,1.1067733874780266,0.3266998999953394,,19.86666666666667,17,,0,-71.51281151919895,150.0,,0.7,2.6640767233285993
679457550,0.045187482820472656,51.48958841959638,0.9915031118912728,0.9956990236168328,0.030585876456932164,-34.541670481363916,0.5000000000000004,0.0,-19.23958333333335,0.0,0.0011439625802076182,1.1855670103092781,1.062590695108045,0.20809365699448737,,20.26666666666667,18,,0,-75.92804514397515,150.0,,0.8,1.7554170995987874
679899997,1.140655077640188,75.25000381469725,0.9361849254290513,0.9786724248953366,0.1461796863506851,-40.385419209798165,0.43333333333332724,0.0,-10.6458346048991,0.0,0.003259181870614948,0.9948979591836751,1.0614534636176787,0.358954345426939,,14.766666666666664,20,,0,-64.69697543589274,320.0,,0.6666666666666666,2.1684187518767235
679932490,0.03642173965468437,57.85416920979809,0.9913575585235226,0.9992222415231801,0.025125702236426437,-37.562501271565665,0.26666666666666505,0.0,-22.2187525431316,0.0,6.217507114256635e-05,0.9895833333333345,1.0007674441362544,0.08594552220036969,,9.833333333333332,59,,0,-76.5318228878445,499.99997,,0.9032258064516129,1.386308085138069
680027413,0.8279692087379652,58.572918574015375,1.001778388334343,0.9535122843477074,0.13050259492001642,-33.75000127156558,0.5000000000000004,0.0,-11.500002543131686,0.0,0.000972430451440945,1.1521035598705496,1.1233780755010998,0.25613717486161736,,33.66666666666668,10,,0,-66.52777366129557,239.99998,,0.0,2.762909832956985
680048186,0.03622683946235011,50.25000095367426,0.9815505618027287,0.9981615817399145,0.02757533456664667,-35.07291666666661,0.3999999999999976,0.0,-17.40625381469733,0.0,3.38889797036087e-05,0.9496644295302014,1.0017382386593934,0.05839926747242755,,11.833333333333334,50,,0,-68.44008434719508,160.0,,1.0,1.3520608243413708
680108584,0.029393005566614772,47.4791709582009,0.9738920000214959,0.9983588895249152,0.025600018213544084,-40.937503814697266,0.43333333333332724,0.0,-16.59375,0.0,4.314334059345623e-05,0.9705882352941172,1.002683705584454,0.06031138240629669,,12.499999999999996,41,,0,-74.73969171651204,220.0,,0.9523809523809523,1.6470773642426655
681793778,0.1881618897118313,61.50000190734846,0.9100609990749647,0.9712081072017977,0.058227411347425324,-40.09374999999983,0.5666666666666598,0.0,-6.937503814697436,0.0,0.007259995904995893,1.384259259259264,1.750223843078022,0.6542995236385739,,157.73333333333338,5,,0,-78.4548190282186,40.0,,,3.0130045252483675
682332013,0.07867303141102842,71.38541920979829,0.9276229325310107,0.9960101867050298,0.035167014453948875,-43.82291793823242,0.33333333333333826,0.0,-17.500001271565743,0.0,0.00011244158964067577,0.9843749999999991,1.008368549484008,0.09444028952139664,,8.633333333333326,39,,0,-77.51740284813775,290.0,,0.8571428571428571,1.8216317655435776
682454193,0.06925041886877421,59.90625127156454,0.9986089853639758,0.9978992359651132,0.03425740943373141,-44.12500127156576,0.2999999999999947,0.0,-21.73958206176757,0.0,0.00022471582073497383,0.899721448467966,1.013903465594444,0.13410225141461202,,10.866666666666664,40,,0,-79.7419444402059,410.0,,0.9047619047619048,1.5137377987908247
683899155,0.5656903138138306,83.19792048136387,0.9126079919874691,0.9807797512963624,0.09324341951879028,-42.55208333333326,0.5000000000000004,0.0,-14.093753814697344,0.0,0.002629885009061975,1.1642228739002947,1.0928236245582936,0.3098859607994906,,11.833333333333334,18,,0,-62.612207926856144,119.99999,,0.6363636363636364,2.6047813618734144
685624703,0.4565733779343067,82.06250000000043,0.9418634635962058,0.9900672697633698,0.08401120292340257,-41.21875,0.43333333333332724,0.0,-16.187503814697266,0.0,0.0004539442803793815,1.1666666666666659,1.0302709907858771,0.1694892632175985,,11.399999999999993,31,,0,-72.43763218519423,290.0,,0.8235294117647058,1.8807489483954378
685636842,0.4046177619965322,85.81250635782878,0.9384559108306508,0.9849675607657737,0.07526335151912092,-49.35416920979818,0.5000000000000004,0.0,-14.020834604899086,0.0,0.001667926737867716,1.1958041958041967,1.0706370019356142,0.2371789469560504,,12.733333333333333,17,,0,-72.52808281029596,170.0,,0.7,2.477351321591507
685707621,0.037472428657941856,66.58333841959549,0.952440497029342,0.9978466288540829,0.024897894299342846,-47.65625381469714,0.3666666666666679,0.0,-16.406253814697365,0.0,2.9379060833964617e-05,1.0232558139534875,1.0025900632827374,0.05794091988676234,,7.900000000000004,57,,0,-81.65987538062201,390.0,,0.9655172413793104,1.7644814875753143
687907602,0.24364508676020488,57.20833333333319,0.9508376263912324,0.9846109680542726,0.07026240644145747,-31.08333333333319,0.5666666666666598,0.0,-14.666667938232653,0.0,0.002677233006612377,1.8079268292682933,1.130136285041487,0.28926801281831527,,25.833333333333346,15,,0,-60.92673223198784,59.999996,,0.6666666666666666,1.703370309630379
688115867,0.25152928530216945,68.21875445048015,0.9251794029464787,0.988107705386939,0.06635413055751065,-38.3645871480306,0.5999999999999894,0.0,-11.135416666666664,0.0,0.0012868992192536356,1.2642276422764187,1.0632263032990563,0.2521962069827566,,12.033333333333326,24,,0,-71.55889259338379,260.0,,0.7142857142857143,2.06638277485383
688145929,0.3646919270729572,70.84375063578285,0.9448611041870841,0.9959065647105858,0.07777145502852556,-41.71875,0.3666666666666679,0.0,-16.770835876464858,0.0,0.0004026125909101348,1.4826388888888893,1.0496888693115505,0.1729966495193482,,8.2,37,,0,-74.10716446007623,390.0,,0.85,1.6021137522956845
688958418,0.37522821134880036,67.66666984558093,0.9396551752487362,0.9748207403051136,0.08030464308558082,-47.22916920979818,0.5000000000000004,0.0,-11.70833079020182,0.0,0.10564431649889815,0.9761904761904777,2.2354401065065073,1.569529287017383,,10.26666666666666,10,,0,-71.26752782270643,150.0,,0.42857142857142855,2.0595385174814145
689030611,0.07954533539966799,67.04166666666659,0.9221566190180251,0.9962278546800215,0.03690563707173263,-49.375,0.3666666666666679,0.0,-15.96875,0.0,7.377617690763995e-05,0.9923076923076916,1.0061059737863585,0.08557866012787173,,4.799999999999999,49,,0,-70.75148257446288,360.0,,0.8148148148148148,1.7016836016952392
689098357,0.0987468528324689,77.57292175292946,,,0.036320651773904145,-45.093753814697266,0.3666666666666679,0.0,-13.75,0.0,,,,,,9.599999999999998,2,,0,-69.39487130652535,210.0,,,1.897824637306232
689211404,0.033659651441218436,62.75000508626385,0.9804116881747225,0.9988348094559776,0.02369237443258854,-45.656253814697116,0.33333333333333826,0.0,-17.791669209798336,0.0,5.52169385629993e-05,0.9583333333333339,1.0051554059163137,0.07031927522613053,,11.200000000000001,44,,0,-77.93766376156276,310.0,,0.9130434782608695,1.5224616298980873
689280134,0.02422140505131671,66.18750381469727,0.9711992510331775,0.9988740116598444,0.019685245227061516,-48.031253814697266,0.26666666666666505,0.0,-20.260417938232436,0.0,2.2925585808037382e-05,0.951219512195123,1.0022379078314294,0.04810535938663909,,10.73333333333333,50,,0,-78.20914895799426,210.0,,1.0,1.2637755465247438
689656936,0.2503243224539316,53.937501907348526,0.9665894179447019,0.9940857286869809,0.0748503378778638,-29.812501907348548,0.6000000000000033,0.0,-13.43750190734876,0.0,0.0013449723281568505,0.9181494661921724,1.0314243682572977,0.29786263452057193,,13.700000000000005,33,,0,-65.46447519005669,220.0,,0.65,2.079566145067054
691511791,13.889607428386421,85.76042238871258,0.5142718131501294,0.6752958383758787,0.5890663833197395,-61.67708714803051,0.7333333333333358,0.0,6.979166666666579,0.0,0.0981318311607697,4.828054298642537,3.4071587622192383,1.1707076070172555,,2.4666666666666726,6,,0,-79.52994473775227,239.99998,,0.2,3.483042829650382
691665864,0.08402931850682396,70.48958333333323,0.8587261981831629,0.9953328343717229,0.036662346740181186,-33.81249999999989,0.6000000000000033,0.0,-5.916667938232514,0.0,0.0007544722470801511,1.3823529411764703,1.0479592823643815,0.17652624837668057,,6.900000000000003,21,,0,-61.896006408691406,330.0,,0.75,3.0511195201376076
691685873,0.017348849834770527,69.50000127156571,0.9448441257093672,0.9957215504036506,0.01623942026771404,-36.0625,0.6666666666666765,0.0,-9.062503814697266,0.0,0.0003875948451529005,1.3734375000000012,1.0455611682467436,0.10903061949228524,,11.499999999999996,15,,0,-75.09862818145751,370.0,,0.875,3.4289389348019297
691719142,0.5136510966589894,76.76042175292989,0.8861446593239547,0.9756660751967826,0.09241605875399803,-41.343753814697266,0.3999999999999976,0.0,-8.23958333333335,0.0,0.002603875072296124,0.9895287958115194,1.1007732509338068,0.3567310645366474,,6.3,14,,0,-62.97749900902643,180.0,,0.07692307692307693,2.609459111816385
692015490,0.11540362044917793,73.40625762939447,0.9260677600160585,0.994759760441777,0.043139725997740255,-42.0937538146972,0.5333333333333301,0.0,-12.427082061767656,0.0,0.00011796496217555827,1.1428571428571428,1.01636584971325,0.10213474154059114,,7.633333333333339,44,,0,-71.9206168085734,280.0,,0.9130434782608695,1.776012806931588
692044280,0.0946210325453284,69.72916984558086,0.9191813783588595,0.9894499505226662,0.039137924638305524,-40.593751271565665,0.5000000000000004,0.0,-13.062498728434335,0.0,0.0015104572118702553,2.247148288973387,1.1291549298748222,0.22368694568208464,,14.833333333333337,17,,0,-73.11801440938314,119.99999,,0.8888888888888888,2.2029911543138936
692286150,4.816882079047098,85.90625127156575,0.7487571571250011,0.8338383634274914,0.29317990884589124,-44.604166666666664,0.4666666666666708,0.0,-3.8645871480306013,0.0,0.0003851954022988517,1.2079646017699106,1.1695990123000806,0.1996191379547869,,3.5666666666666624,6,,0,-66.39024970245362,270.0,,0.0,2.936335971281458
692310663,0.10021825531259972,75.04167175292963,,,0.037218362982352704,-42.67708714803052,0.5000000000000004,0.0,-13.000000000000107,0.0,,,,,,142.53333333333333,2,,0,-68.78990969085693,20.0,,,1.8389374974195092
692565557,0.0034341263255923933,51.05208524068196,1.00469291963695,0.9995932456748299,0.008233576527518847,-40.927084604899086,0.6000000000000033,0.0,-14.395834604899093,0.0,0.00022748085248085274,1.1273712737127366,1.0185468766646972,0.11390044884395431,,8.366666666666662,29,,0,-71.17653776635063,230.0,,0.8125,2.223880698669243
692777680,1.0091616962544552,72.64583651224763,0.8313737072793451,0.8585119652988362,0.12739875717569535,-42.864584604899,0.3999999999999976,0.0,-7.166669209798265,0.0,0.0005073906485671171,1.71165644171779,1.71165644171779,0.2624434389140267,,19.36666666666667,3,,0,-71.4988255666097,110.0,,,2.684075483589183
692821749,0.1446083575116482,53.47916730244948,,,0.05066569061581388,-22.041667302449486,0.2333333333333354,0.0,-28.833332697550514,0.0,,,,,,11.966666666666667,2,,0,-62.693493124643965,420.0,,,1.2180791068846137
692824134,0.044865881406793984,52.35417048136309,0.9918424200134123,0.9970031681318529,0.030479460409943777,-29.72916857401524,0.3666666666666679,0.0,-15.781250635782946,0.0,0.00016364323735379283,1.2706270627062697,1.0174554101791258,0.1068758114262186,,10.433333333333335,35,,0,-66.89775000508627,390.0,,0.8421052631578947,1.8099803566151271
692846027,0.16164950589741392,66.79166857401525,0.8276669080880587,0.9967288372625339,0.0522394988754796,-35.541667938232365,0.3000000000000086,0.0,-18.145832061767635,0.0,0.00013593127169859832,0.8619528619528605,1.003319132190014,0.12594384772405282,,4.533333333333333,45,,0,-61.337940260993115,440.0,,0.45161290322580644,1.4063618242753413
693009119,0.18101119866337972,57.29167048136401,0.9125454603685095,0.991820743194861,0.06159017655867746,-38.875003814697266,0.5333333333333301,0.0,-11.36458206176755,0.0,0.000896303345096018,1.256302521008405,1.0424834313106626,0.2285625248681914,,7.999999999999993,29,,0,-71.63077264743382,280.0,,0.7058823529411765,2.1354399080699977
693085460,1.354078707001015,82.25000381469727,0.9155268684150552,0.9465531276378059,0.14496293894888704,-46.218753814697266,0.43333333333332724,0.0,-10.239583333333378,0.0,0.09474689401730194,1.3641304347826095,2.1528881573276872,1.2410168813865818,,7.300000000000001,8,,0,-60.917649008009164,140.0,,0.14285714285714285,2.0343138056137775
693265371,0.6588413442893469,73.46875381469701,0.8533956738235073,0.9838957657889734,0.1113624304123332,-50.500003814697266,0.633333333333333,0.0,-4.124998728434242,0.0,0.006386927500513453,1.175572519083971,1.100569926042222,0.5153931233999652,,6.433333333333333,19,,0,-78.37011800638835,260.0,,0.35714285714285715,3.2645680631108625
694146546,5.088218282917953,75.81250572204569,0.7951359663669668,0.9340162177921554,0.3351621590798374,-45.406253814697244,0.7333333333333358,0.0,-1.8437500000000213,0.0,0.012679089026915114,1.10372340425532,1.334511926001458,0.6873955444599713,,8.66666666666667,8,,0,-71.34299240960016,160.0,,0.0,3.32519922811419
694162255,0.11159175453604805,66.32291857401528,0.9649756567320771,0.9971062656698465,0.0434632137618963,-36.57291666666656,0.4666666666666708,0.0,-14.7291692097983,0.0,0.0005281105132835628,1.1489361702127674,1.0368830288117579,0.18891916370887396,,8.266666666666673,34,,0,-67.10340647718643,239.99998,,0.8888888888888888,2.0020183454844696
694183636,1.0984324975242306,70.23958905537916,0.874684868580404,0.9323926035085123,0.14079772340300917,-39.08333714803052,0.43333333333331336,0.0,-6.531250000000135,0.0,0.0019415945165945144,0.8702290076335891,1.3017917447979939,0.5326110433782042,,27.433333333333337,7,,0,-73.27042953152127,110.0,,0.0,2.664800929712671
694220357,0.036200603290571745,63.29167238871246,0.9764647213162269,0.998010197488274,0.024542490466916488,-40.968753814697266,0.3666666666666679,0.0,-18.541664123535142,0.0,6.87223276407336e-05,0.9664179104477603,1.0048291999236811,0.08513161500160842,,8.7,52,,0,-69.77426346333822,239.99998,,0.8571428571428571,1.5412122616803672
694419620,0.08453584171461039,49.656250317891335,0.9276275127251475,0.9989096986777902,0.04343761344477518,-42.03124999999989,0.43333333333332724,0.0,-19.208334604899214,0.0,7.148678680587304e-05,0.9119496855345917,1.0019417525395784,0.08712260893488319,,6.400000000000003,47,,0,-67.14068341573079,200.0,,0.7407407407407407,1.354514873441073
694437359,0.032104652251386936,50.90625317891403,1.0024554690362948,0.9989114001765308,0.02569933784194511,-30.739584604898916,0.4333333333333411,0.0,-22.26041920979835,0.0,4.700549513190625e-05,0.9606557377049196,1.003652423825888,0.06588436538175176,,11.033333333333339,46,,0,-69.52414596218533,210.0,,0.9166666666666666,1.5280400583952314
694689662,1.8023155901364427,80.54167048136394,0.7642265782769446,0.9740087375768339,0.19139296176947293,-46.15625381469722,0.633333333333333,0.0,-1.9687500000000426,0.0,0.0028267650208296706,0.924764890282132,1.0775554906676121,0.4103663097025526,,4.033333333333333,20,,0,-72.36225339168973,350.0,,0.17647058823529413,3.001470322764023
694734857,0.7418377525624298,80.71875762939453,0.869144323579774,0.9681499032756005,0.10928286323717928,-47.906253814697266,0.3666666666666679,0.0,-6.104166666666693,0.0,0.0022553607710111105,1.0291005291005282,1.1081759724068236,0.35930930490084556,,7.800000000000002,13,,0,-75.36186205291747,210.0,,0.0,2.5905637397916155
695316536,0.8182944785429422,83.50000508626303,0.7415169437420969,0.9500065031866273,0.11030272321361273,-42.437503814697266,0.7333333333333358,0.0,7.78125,0.6510067114093961,0.026335726729602785,4.730769230769233,2.3784961885200246,0.7351725825623378,,4.333333333333328,6,,0,-68.40518877919514,310.0,,0.0,3.4141289475112346
696115308,3.8007060278143188,80.87500381469727,0.8146574018385475,0.875638631812402,0.26406818981491037,-48.44792048136393,0.5000000000000004,0.0,-4.42707951863607,0.0,0.001567664428251655,0.9435736677115985,1.1979868212209608,0.3477806662349337,,4.933333333333331,7,,0,-72.5061312221951,300.0,,0.0,2.8920698076942974
697502029,0.2533630678630339,72.27083333333334,0.9397521339255894,0.9902713691201239,0.0644575464763491,-40.03125,0.3999999999999976,0.0,-20.531253814697266,0.0,0.0008074458874458881,1.146974063400577,1.0366219469029183,0.20618454958142352,,15.399999999999997,26,,0,-74.08425135379368,220.0,,0.7333333333333333,1.7948107929448385
697787349,0.04353680208751959,68.80208524068217,0.9626041073304716,0.9984727586189709,0.025739678040062837,-40.74999999999985,0.26666666666666505,0.0,-18.375003814697415,0.0,7.41916494876789e-05,0.957692307692306,1.0042083132300432,0.09531694654366646,,6.900000000000003,60,,0,-73.22159648471408,380.0,,0.875,1.3458862603864674
697795277,0.08372932618858679,62.76041793823239,0.8544398774953024,0.9968817411372815,0.038414400068958486,-31.739583333333332,0.26666666666666505,0.0,-20.333335876464847,0.0,8.456322036532649e-05,0.9685534591194978,1.0049916795109513,0.08994277934453047,,6.83333333333333,48,,0,-65.25511086866591,509.99997,,0.92,1.4315487851253266
697799017,0.5849009539901129,80.46875762939453,0.7487378483953547,0.9837653318307882,0.10088418557629224,-48.593753814697266,0.6666666666666765,0.0,2.916667938232308,0.0,0.023583148067157483,1.3333333333333346,1.2687738701269087,0.9651375621148582,,4.199999999999996,18,,0,-70.72454483201768,260.0,,0.2857142857142857,3.1252504814630386
