cell id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
20190205_sample_4,1.53846154,0.0,1.53846154,0.0,1.53846154,1.53846154,0.0,3.07692308,1.53846154,0.0,0.0,0.0,4.61538462,0.0,1.53846154,0.0,0.0,0.0,1.53846154,1.53846154
20190205_sample_6,0.0,0.66666667,0.66666667,0.0,0.0,2.0,0.0,0.0,3.33333333,2.0,1.33333333,2.0,4.0,0.66666667,0.66666667,0.66666667,1.33333333,0.0,0.0,0.66666667
20190205_sample_7,0.4,2.4,1.2,0.4,0.8,0.8,0.8,1.6,0.8,0.8,1.2,0.8,0.8,0.8,1.2,0.8,1.2,1.2,0.4,1.6
20190211_sample_3,0.71428571,1.66666667,1.19047619,0.95238095,0.47619048,0.71428571,0.47619048,1.19047619,0.23809524,1.42857143,0.47619048,1.9047619,0.47619048,1.66666667,0.95238095,0.95238095,1.19047619,1.42857143,0.71428571,1.19047619
20190211_sample_6,0.90909091,2.27272727,1.81818182,1.81818182,0.45454545,0.90909091,0.45454545,1.81818182,1.81818182,0.45454545,0.45454545,1.36363636,0.0,1.36363636,0.90909091,0.45454545,1.36363636,0.0,0.90909091,0.45454545
20190211_sample_8,0.65217391,0.0,0.65217391,0.86956522,1.52173913,0.65217391,1.08695652,0.86956522,0.65217391,0.2173913,1.30434783,1.30434783,1.73913043,0.86956522,1.73913043,1.08695652,0.43478261,2.17391304,1.08695652,1.08695652
20190211_sample_9,0.7,1.0,0.8,0.7,0.9,0.9,1.3,0.9,0.8,0.8,1.5,0.6,0.8,1.3,1.2,1.0,0.9,1.5,1.0,1.4
20190211_sample_11,0.88888889,0.2962963,1.18518519,0.44444444,0.44444444,0.88888889,1.18518519,1.18518519,0.88888889,1.62962963,1.33333333,0.74074074,1.33333333,0.2962963,0.44444444,1.33333333,2.07407407,1.18518519,0.88888889,1.33333333
20190212_sample_1,0.60606061,0.60606061,1.81818182,1.21212121,0.0,0.0,1.21212121,1.81818182,2.42424242,1.21212121,1.81818182,0.60606061,1.81818182,2.42424242,0.60606061,1.21212121,0.0,0.0,0.60606061,0.0
20190212_sample_4,1.37931034,0.68965517,0.68965517,1.37931034,0.0,0.68965517,0.68965517,1.37931034,1.37931034,0.0,0.68965517,1.37931034,0.68965517,2.75862069,0.0,2.06896552,1.37931034,1.37931034,0.68965517,0.68965517
20190212_sample_5,0.0,2.30769231,0.0,1.53846154,1.53846154,0.0,0.0,0.0,2.30769231,1.53846154,0.0,0.0,1.53846154,2.30769231,0.76923077,1.53846154,0.76923077,1.53846154,0.76923077,1.53846154
20190212_sample_6,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
20190212_sample_7,0.78431373,1.17647059,0.39215686,0.78431373,1.17647059,0.78431373,0.0,0.0,1.56862745,0.39215686,1.96078431,1.17647059,1.17647059,0.78431373,0.78431373,1.96078431,1.17647059,1.17647059,1.96078431,0.78431373
20190213_sample_7,0.76923077,1.15384615,1.15384615,0.38461538,0.76923077,0.38461538,1.92307692,0.38461538,1.15384615,0.76923077,1.15384615,1.53846154,1.92307692,1.53846154,0.0,1.15384615,1.53846154,0.76923077,1.53846154,0.0
20190214_sample_1,0.63492063,0.31746032,1.26984127,1.9047619,1.26984127,2.53968254,0.63492063,0.95238095,0.63492063,0.31746032,1.26984127,0.95238095,0.31746032,0.63492063,0.0,1.58730159,1.58730159,0.95238095,0.95238095,1.26984127
20190214_sample_2,2.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0
20190214_sample_6,0.55555556,1.66666667,1.2962963,0.92592593,0.92592593,1.2962963,0.18518519,1.11111111,2.03703704,1.2962963,1.48148148,0.55555556,1.11111111,1.2962963,1.11111111,0.37037037,0.37037037,0.92592593,0.74074074,0.74074074
20190214_sample_9,1.18811881,0.59405941,0.99009901,1.38613861,0.59405941,1.78217822,1.18811881,0.59405941,0.99009901,0.59405941,0.99009901,0.3960396,0.99009901,1.18811881,0.79207921,1.18811881,1.58415842,0.59405941,1.38613861,0.99009901
20190218_sample_3,0.0,1.0,2.0,1.5,1.5,0.0,2.0,0.0,0.5,2.0,0.0,0.5,0.0,1.5,1.0,1.5,0.5,0.5,1.5,2.5
20190218_sample_4,0.48780488,1.46341463,1.46341463,1.46341463,0.48780488,0.97560976,0.48780488,0.97560976,1.46341463,1.95121951,1.95121951,1.46341463,0.48780488,0.0,0.48780488,0.97560976,0.48780488,1.46341463,0.0,1.46341463
20190219_sample_1,0.0,3.33333333,0.0,1.66666667,0.0,1.66666667,1.66666667,0.0,1.66666667,0.0,1.66666667,0.0,1.66666667,0.0,1.66666667,1.66666667,1.66666667,0.0,0.0,1.66666667
20190219_sample_3,1.33333333,0.88888889,0.0,1.33333333,0.0,1.33333333,0.0,0.88888889,0.88888889,0.88888889,0.88888889,0.44444444,0.88888889,0.44444444,1.77777778,3.55555556,2.22222222,0.88888889,0.44444444,0.88888889
20190219_sample_7,0.0,0.0,0.0,6.66666667,6.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66666667,0.0
20190221_sample_1,0.65217391,1.30434783,0.43478261,1.95652174,1.30434783,0.65217391,1.30434783,1.52173913,1.08695652,0.86956522,0.65217391,0.86956522,1.73913043,1.08695652,0.43478261,0.86956522,0.65217391,0.43478261,0.86956522,1.30434783
20190221_sample_2,0.86956522,0.86956522,0.86956522,2.60869565,0.86956522,0.86956522,1.73913043,0.86956522,0.86956522,0.86956522,0.0,0.86956522,0.0,1.73913043,0.86956522,0.0,0.86956522,1.73913043,0.86956522,1.73913043
20190221_sample_4,0.28571429,1.14285714,0.85714286,1.14285714,0.57142857,0.57142857,1.71428571,1.14285714,2.57142857,2.0,1.71428571,1.42857143,0.28571429,0.57142857,1.42857143,0.28571429,1.14285714,0.28571429,0.28571429,0.57142857
20190221_sample_10,0.41666667,1.25,0.83333333,0.41666667,0.83333333,0.41666667,2.08333333,1.25,0.41666667,0.83333333,0.41666667,1.66666667,0.83333333,2.08333333,1.66666667,0.83333333,0.83333333,0.41666667,1.66666667,0.83333333
20190226_sample_1,0.88235294,0.88235294,1.17647059,0.88235294,1.47058824,0.58823529,1.17647059,1.47058824,0.58823529,0.88235294,1.17647059,1.17647059,0.29411765,1.47058824,0.58823529,1.76470588,1.17647059,0.88235294,0.29411765,1.17647059
20190226_sample_9,0.6779661,1.01694915,1.3559322,1.3559322,0.33898305,1.69491525,1.3559322,1.01694915,1.3559322,0.0,0.6779661,2.37288136,1.01694915,1.3559322,0.33898305,1.3559322,0.33898305,0.33898305,1.01694915,1.01694915
20190227_sample_2,0.93023256,1.86046512,0.93023256,1.86046512,0.46511628,0.46511628,0.93023256,2.3255814,0.0,0.93023256,0.93023256,0.93023256,0.0,0.0,2.3255814,0.93023256,0.46511628,2.3255814,0.46511628,0.93023256
20190227_sample_3,2.22222222,2.22222222,1.85185185,2.59259259,1.11111111,1.85185185,0.37037037,1.48148148,0.0,1.11111111,1.11111111,0.37037037,0.74074074,0.37037037,0.0,0.37037037,0.74074074,0.0,1.11111111,0.37037037
20190227_sample_4,2.22222222,0.0,0.0,0.0,4.44444444,0.0,0.0,0.0,0.0,4.44444444,0.0,0.0,2.22222222,0.0,2.22222222,2.22222222,0.0,0.0,0.0,2.22222222
20190227_sample_5,0.70175439,0.70175439,1.05263158,0.70175439,1.40350877,2.10526316,0.0,1.40350877,0.70175439,0.70175439,0.70175439,1.40350877,1.05263158,1.05263158,0.70175439,1.75438596,1.40350877,0.70175439,1.05263158,0.70175439
20190227_sample_6,0.8,0.8,1.6,0.26666667,1.86666667,1.33333333,1.06666667,0.8,1.06666667,1.33333333,0.53333333,0.8,1.06666667,2.13333333,1.33333333,1.06666667,0.53333333,1.06666667,0.26666667,0.26666667
20190227_sample_7,2.0,1.5,2.0,1.5,0.5,1.5,1.5,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.5,0.5,0.5,1.0,1.5,1.0
20190318_sample_3,0.92105263,0.52631579,0.78947368,0.39473684,1.05263158,0.65789474,0.65789474,0.65789474,1.05263158,1.18421053,1.71052632,1.05263158,0.52631579,0.78947368,2.10526316,1.44736842,0.92105263,1.31578947,1.05263158,1.18421053
20190318_sample_4,1.81818182,0.60606061,1.81818182,0.60606061,0.60606061,0.60606061,1.81818182,0.60606061,0.60606061,2.42424242,0.60606061,1.21212121,0.0,0.0,2.42424242,0.0,0.60606061,0.60606061,2.42424242,0.60606061
20190318_sample_6,0.97560976,0.0,0.97560976,0.48780488,0.0,0.48780488,0.0,0.48780488,1.95121951,1.46341463,1.46341463,1.46341463,1.95121951,2.43902439,1.46341463,0.97560976,0.97560976,0.97560976,0.48780488,0.97560976
20190325_sample_1,1.33333333,0.0,0.0,1.33333333,1.33333333,1.33333333,1.33333333,1.33333333,0.0,0.0,0.0,0.0,2.66666667,2.66666667,2.66666667,0.0,4.0,0.0,0.0,0.0
20190327_sample_7,0.0,2.22222222,2.22222222,2.22222222,4.44444444,0.0,0.0,0.0,2.22222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22222222,4.44444444,0.0
20190403_sample_6,1.0,0.8,1.0,1.4,1.2,1.2,1.0,1.8,0.4,0.8,1.6,0.8,0.4,1.4,0.8,0.8,1.0,0.8,0.8,1.0
20190403_sample_7,1.37931034,1.37931034,2.06896552,0.68965517,1.37931034,1.37931034,2.06896552,0.68965517,0.0,0.68965517,1.37931034,1.37931034,0.68965517,0.0,2.06896552,0.68965517,0.68965517,0.68965517,0.0,0.68965517
20190408_sample_1,2.44897959,1.2244898,1.63265306,0.81632653,0.40816327,0.81632653,0.0,0.40816327,0.81632653,2.04081633,0.81632653,1.63265306,2.04081633,0.40816327,0.40816327,0.40816327,0.40816327,0.81632653,0.81632653,1.63265306
20190408_sample_2,0.0,0.0,3.33333333,3.33333333,0.0,0.0,3.33333333,0.0,0.0,0.0,3.33333333,0.0,0.0,3.33333333,3.33333333,0.0,0.0,0.0,0.0,0.0
20190408_sample_5,0.64516129,1.07526882,1.07526882,1.29032258,1.29032258,0.43010753,1.07526882,1.72043011,0.86021505,2.15053763,0.43010753,0.43010753,1.07526882,1.07526882,1.29032258,0.43010753,1.07526882,0.64516129,0.64516129,1.29032258
20190408_sample_6,0.85106383,2.12765957,1.27659574,0.85106383,2.12765957,0.85106383,1.27659574,1.27659574,0.85106383,1.27659574,0.85106383,1.70212766,0.42553191,0.0,0.85106383,1.27659574,0.0,0.85106383,0.0,1.27659574
20190411_sample_6,0.3125,0.3125,0.625,0.3125,0.9375,0.3125,0.9375,0.9375,0.625,1.25,0.625,1.5625,0.3125,1.25,1.5625,2.1875,3.4375,0.625,0.625,1.25
20190412_sample_1,0.0,1.13207547,1.50943396,0.37735849,1.13207547,1.13207547,0.75471698,1.13207547,1.13207547,1.50943396,0.75471698,1.50943396,0.75471698,0.37735849,1.13207547,0.75471698,1.13207547,1.88679245,1.13207547,0.75471698
20190412_sample_6,3.63636364,2.72727273,0.90909091,0.0,1.81818182,2.72727273,0.0,0.0,0.0,0.0,0.90909091,1.81818182,0.0,0.90909091,0.0,0.90909091,0.90909091,0.90909091,0.90909091,0.90909091
20190415_sample_1,0.0,0.0,0.0,2.5,0.0,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,2.5,0.0
20190416_sample_5,1.05263158,1.57894737,1.31578947,1.31578947,0.52631579,0.52631579,0.26315789,0.26315789,0.26315789,1.57894737,0.78947368,0.52631579,1.05263158,1.31578947,1.31578947,1.31578947,1.05263158,1.57894737,1.05263158,1.31578947
20190416_sample_7,1.05263158,0.0,0.0,1.05263158,1.05263158,0.0,0.0,1.05263158,0.0,0.0,1.05263158,1.05263158,1.05263158,0.0,0.0,3.15789474,1.05263158,1.05263158,5.26315789,2.10526316
20190416_sample_8,0.57971014,1.44927536,2.89855072,0.57971014,2.31884058,0.86956522,0.86956522,0.28985507,0.28985507,1.15942029,0.57971014,1.44927536,1.15942029,0.86956522,1.15942029,1.44927536,1.15942029,0.0,0.28985507,0.57971014
20190418_sample_8,0.55172414,0.4137931,1.24137931,1.10344828,1.24137931,0.4137931,0.96551724,0.4137931,0.68965517,0.96551724,0.82758621,1.51724138,1.51724138,1.93103448,1.10344828,1.10344828,0.96551724,0.82758621,1.37931034,0.82758621
20190422_sample_1,1.66666667,0.0,1.66666667,1.66666667,1.66666667,1.66666667,0.0,0.0,0.0,0.0,1.66666667,1.66666667,0.0,0.0,1.66666667,1.66666667,1.66666667,1.66666667,0.0,1.66666667
20190422_sample_4,0.71428571,0.47619048,0.95238095,1.19047619,0.71428571,2.14285714,0.47619048,0.71428571,1.19047619,1.66666667,1.66666667,1.42857143,1.42857143,1.42857143,0.0,0.23809524,1.42857143,0.95238095,0.47619048,0.71428571
20190423_sample_8,1.09090909,1.09090909,1.45454545,0.36363636,0.36363636,2.54545455,0.36363636,0.36363636,1.45454545,1.45454545,0.36363636,1.09090909,1.81818182,1.09090909,0.72727273,0.0,0.72727273,1.81818182,0.72727273,1.09090909
20190423_sample_10,0.41666667,0.83333333,2.08333333,1.66666667,0.83333333,0.83333333,1.66666667,1.25,0.41666667,2.5,0.83333333,1.66666667,0.41666667,0.83333333,0.41666667,0.41666667,0.41666667,1.25,0.41666667,0.83333333
20190424_sample_2,0.76923077,1.53846154,1.15384615,0.0,1.92307692,0.38461538,1.53846154,1.15384615,3.07692308,0.76923077,1.15384615,0.76923077,0.76923077,1.15384615,0.38461538,1.15384615,0.76923077,1.15384615,0.38461538,0.0
20190424_sample_7,1.89655172,1.37931034,1.20689655,1.37931034,1.03448276,0.34482759,0.34482759,0.86206897,1.37931034,1.20689655,0.34482759,1.72413793,0.86206897,0.34482759,1.20689655,1.37931034,1.55172414,0.51724138,0.34482759,0.68965517
20190425_sample_6,1.30434783,1.73913043,1.73913043,1.30434783,1.30434783,1.73913043,1.73913043,0.86956522,1.30434783,1.30434783,2.17391304,0.86956522,0.43478261,0.86956522,0.0,0.0,0.86956522,0.43478261,0.0,0.0
20190429_sample_1,1.25,0.83333333,0.41666667,1.25,1.66666667,0.83333333,0.83333333,1.25,0.83333333,0.41666667,0.41666667,2.5,0.41666667,0.83333333,0.83333333,1.25,1.25,0.83333333,0.41666667,1.66666667
20190429_sample_4,0.47619048,0.95238095,0.95238095,1.9047619,1.42857143,0.95238095,0.47619048,1.42857143,0.47619048,1.9047619,0.0,0.47619048,1.9047619,0.95238095,0.0,1.42857143,0.95238095,0.47619048,1.42857143,1.42857143
20190429_sample_5,0.39473684,0.52631579,1.31578947,1.05263158,0.65789474,1.05263158,0.78947368,1.05263158,0.65789474,1.97368421,1.71052632,1.44736842,0.92105263,0.65789474,1.05263158,1.18421053,0.78947368,0.65789474,0.65789474,1.44736842
20190430_sample_1,0.76923077,0.76923077,0.76923077,0.76923077,3.07692308,0.0,2.30769231,0.76923077,0.0,1.53846154,0.76923077,0.76923077,1.53846154,0.76923077,0.0,1.53846154,2.30769231,0.76923077,0.0,0.76923077
20190430_sample_3,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190430_sample_6,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190501_sample_1,0.57142857,0.57142857,1.71428571,0.0,1.71428571,0.57142857,1.14285714,0.57142857,1.14285714,0.57142857,0.57142857,2.85714286,0.57142857,1.71428571,0.0,2.28571429,0.0,2.28571429,0.0,1.14285714
20190501_sample_3,1.05263158,1.05263158,1.05263158,1.05263158,2.10526316,2.10526316,1.05263158,0.0,0.0,1.05263158,0.0,2.10526316,2.10526316,1.05263158,1.05263158,0.0,0.0,2.10526316,0.0,1.05263158
20190501_sample_7,0.85714286,2.0,1.04761905,1.14285714,0.85714286,1.33333333,0.76190476,1.14285714,1.04761905,0.66666667,1.04761905,0.95238095,0.47619048,0.57142857,0.66666667,0.95238095,1.33333333,0.85714286,0.95238095,1.33333333
20190503_sample_1,3.80952381,2.85714286,1.9047619,0.0,0.0,0.95238095,0.95238095,0.0,0.95238095,0.0,0.95238095,0.95238095,0.0,0.95238095,2.85714286,0.0,0.95238095,0.95238095,0.0,0.95238095
20190503_sample_3,0.0,0.60606061,1.81818182,1.21212121,1.21212121,2.42424242,1.21212121,1.21212121,1.21212121,0.0,1.21212121,0.60606061,2.42424242,0.0,0.60606061,0.60606061,0.0,1.81818182,1.21212121,0.60606061
20190506_sample_1,0.0,1.81818182,0.0,1.81818182,1.81818182,0.0,1.81818182,0.0,0.0,0.0,0.0,0.0,1.81818182,3.63636364,0.0,1.81818182,0.0,0.0,1.81818182,3.63636364
20190506_sample_5,0.0,6.66666667,0.0,3.33333333,0.0,0.0,0.0,0.0,3.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66666667
20190506_sample_7,1.77777778,3.11111111,0.44444444,1.33333333,0.88888889,0.88888889,1.33333333,0.88888889,0.44444444,0.0,0.44444444,0.88888889,1.33333333,0.44444444,0.88888889,0.44444444,1.33333333,0.44444444,0.44444444,2.22222222
20190507_sample_2,0.0,2.5,2.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.5,0.0,0.0,0.0,2.5
20190507_sample_4,1.25,0.625,1.25,0.625,1.875,0.625,0.625,1.875,0.0,0.625,2.5,0.625,2.5,0.625,0.625,0.625,1.875,0.0,0.625,0.625
20190507_sample_5,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
20190508_sample_1,0.74766355,1.30841121,1.4953271,0.74766355,1.12149533,1.12149533,1.4953271,2.42990654,0.93457944,0.56074766,1.30841121,0.74766355,1.12149533,0.74766355,0.74766355,1.12149533,0.56074766,0.37383178,0.37383178,0.93457944
20190508_sample_2,1.46341463,0.97560976,1.46341463,0.97560976,0.97560976,0.48780488,0.97560976,0.48780488,1.95121951,2.92682927,1.46341463,0.0,0.0,0.0,0.97560976,0.0,0.97560976,1.95121951,1.95121951,0.0
20190508_sample_3,1.02564103,0.76923077,0.51282051,0.25641026,0.51282051,0.51282051,0.76923077,0.0,0.25641026,1.53846154,0.76923077,0.76923077,1.79487179,1.79487179,0.76923077,2.82051282,2.05128205,0.76923077,1.53846154,0.76923077
20190508_sample_4,3.33333333,0.0,0.0,0.0,3.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66666667,3.33333333,3.33333333
20190508_sample_7,0.35714286,1.07142857,2.14285714,0.35714286,0.71428571,1.07142857,1.42857143,1.42857143,0.0,1.07142857,1.07142857,0.35714286,1.78571429,0.71428571,0.35714286,2.14285714,1.78571429,0.71428571,0.35714286,1.07142857
20190509_sample_2,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
20190509_sample_3,0.42553191,1.4893617,1.27659574,0.63829787,0.21276596,1.06382979,1.06382979,1.27659574,0.42553191,1.27659574,0.63829787,1.70212766,1.27659574,0.63829787,1.91489362,1.27659574,1.06382979,0.63829787,0.85106383,0.85106383
20190509_sample_4,0.86956522,0.0,0.86956522,0.86956522,2.60869565,0.86956522,0.86956522,0.0,0.86956522,0.0,1.73913043,1.73913043,1.73913043,0.0,2.60869565,0.86956522,0.0,0.86956522,1.73913043,0.86956522
20190509_sample_5,0.47244094,1.57480315,1.73228346,0.47244094,0.62992126,1.1023622,0.15748031,0.47244094,0.62992126,0.94488189,0.94488189,0.78740157,1.41732283,1.41732283,0.31496063,1.1023622,0.78740157,1.57480315,1.73228346,1.73228346
20190513_sample_1,1.21212121,2.42424242,1.81818182,0.60606061,0.45454545,0.90909091,0.90909091,0.75757576,2.42424242,0.60606061,0.90909091,0.75757576,0.75757576,0.90909091,0.3030303,1.21212121,0.90909091,0.90909091,0.60606061,0.60606061
20190513_sample_2,0.0,1.53846154,0.0,0.0,3.07692308,1.53846154,1.53846154,0.0,1.53846154,0.0,0.0,1.53846154,0.0,0.0,1.53846154,0.0,3.07692308,3.07692308,1.53846154,0.0
20190513_sample_3,2.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0
20190513_sample_4,2.5,0.0,0.0,1.25,1.25,0.0,0.0,1.25,0.0,1.25,1.25,3.75,3.75,0.0,0.0,0.0,2.5,0.0,1.25,0.0
20190513_sample_5,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0
20190514_sample_8,1.02564103,0.51282051,2.56410256,1.02564103,0.51282051,1.53846154,0.51282051,1.53846154,0.0,0.51282051,0.51282051,0.51282051,2.05128205,1.53846154,0.51282051,0.51282051,0.51282051,0.51282051,0.51282051,3.07692308
20190515_sample_6,2.85714286,0.95238095,0.95238095,0.95238095,0.0,0.95238095,0.95238095,0.0,0.95238095,0.95238095,0.95238095,0.95238095,0.95238095,0.0,0.0,1.9047619,0.0,1.9047619,2.85714286,0.95238095
20190515_sample_11,1.31868132,1.0989011,1.0989011,1.53846154,1.31868132,1.0989011,0.43956044,1.97802198,0.21978022,1.0989011,0.65934066,1.0989011,1.0989011,1.31868132,0.43956044,0.43956044,1.0989011,1.31868132,1.0989011,0.21978022
20190515_sample_13,0.0,0.0,0.0,0.0,3.33333333,6.66666667,0.0,0.0,0.0,0.0,0.0,0.0,3.33333333,3.33333333,0.0,0.0,0.0,0.0,0.0,3.33333333
20190515_sample_15,1.03225806,1.41935484,0.77419355,1.16129032,0.77419355,1.93548387,0.90322581,0.64516129,1.67741935,0.51612903,0.64516129,0.77419355,0.77419355,0.64516129,1.03225806,0.77419355,1.67741935,1.16129032,0.77419355,0.90322581
20190516_sample_2,2.10526316,1.57894737,0.52631579,0.52631579,0.52631579,2.10526316,1.57894737,1.05263158,1.05263158,0.0,0.52631579,0.52631579,1.05263158,1.05263158,1.05263158,0.52631579,0.0,1.57894737,1.57894737,1.05263158
20190516_sample_3,0.625,1.5625,0.9375,1.25,0.625,0.3125,0.625,0.625,1.875,1.5625,0.9375,1.875,0.0,1.5625,0.9375,0.9375,0.3125,0.9375,1.5625,0.9375
20190516_sample_6,0.61538462,3.69230769,0.92307692,1.23076923,0.92307692,0.30769231,0.30769231,0.61538462,0.61538462,0.30769231,3.38461538,0.61538462,0.92307692,1.23076923,0.92307692,0.61538462,0.30769231,0.0,0.92307692,1.53846154
20190528_sample_4,1.42857143,0.0,1.42857143,0.0,2.85714286,0.0,2.85714286,1.42857143,1.42857143,0.0,1.42857143,0.0,0.0,1.42857143,0.0,0.0,2.85714286,0.0,0.0,2.85714286
20190528_sample_6,0.0,2.85714286,0.0,2.85714286,0.0,1.42857143,2.85714286,1.42857143,0.0,0.0,0.0,2.85714286,2.85714286,0.0,1.42857143,0.0,1.42857143,0.0,0.0,0.0
20190528_sample_7,0.82644628,1.15702479,1.98347107,1.32231405,1.15702479,0.49586777,1.15702479,0.82644628,0.66115702,0.99173554,1.32231405,0.49586777,0.33057851,0.16528926,1.32231405,1.15702479,0.49586777,2.47933884,0.99173554,0.66115702
20190528_sample_9,0.0,0.0,4.44444444,0.0,0.0,0.0,4.44444444,4.44444444,0.0,0.0,2.22222222,0.0,0.0,0.0,0.0,2.22222222,0.0,0.0,2.22222222,0.0
20190603_sample_1,1.17647059,1.37254902,1.76470588,0.78431373,0.78431373,0.78431373,0.58823529,1.17647059,0.98039216,1.37254902,1.37254902,0.58823529,1.17647059,0.39215686,0.78431373,0.98039216,1.37254902,1.17647059,1.17647059,0.19607843
20190603_sample_4,2.22222222,1.11111111,1.11111111,1.11111111,3.33333333,1.11111111,0.0,0.0,1.11111111,1.11111111,0.0,1.11111111,1.11111111,2.22222222,1.11111111,0.0,0.0,0.0,1.11111111,1.11111111
20190603_sample_6,0.64516129,1.93548387,0.96774194,0.32258065,0.96774194,1.29032258,0.64516129,1.61290323,1.61290323,0.64516129,1.29032258,0.32258065,1.29032258,1.29032258,1.61290323,0.64516129,0.96774194,0.32258065,0.32258065,1.29032258
20190604_sample_2,0.89552239,0.29850746,0.29850746,1.19402985,1.49253731,1.49253731,1.19402985,0.29850746,0.89552239,1.19402985,1.49253731,0.29850746,0.29850746,2.68656716,0.59701493,0.0,2.08955224,0.29850746,1.79104478,1.19402985
20190604_sample_4,0.0,6.15384615,10.76923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53846154,0.0,0.0,0.0,0.0,1.53846154,0.0,0.0,0.0,0.0
20190604_sample_8,1.62162162,0.0,2.16216216,0.0,1.08108108,2.7027027,0.54054054,1.62162162,0.0,0.0,0.0,1.08108108,1.62162162,0.54054054,3.24324324,0.0,1.62162162,0.54054054,1.08108108,0.54054054
20190605_sample_2,2.5,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0
20190605_sample_4,0.0,0.0,3.33333333,0.0,0.0,0.0,0.0,3.33333333,0.0,0.0,3.33333333,0.0,3.33333333,6.66666667,0.0,0.0,0.0,0.0,0.0,0.0
20190605_sample_6,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0
20190606_sample_3,0.42553191,2.12765957,1.70212766,2.12765957,0.42553191,1.70212766,2.12765957,0.85106383,0.85106383,0.85106383,0.85106383,0.85106383,0.42553191,0.0,0.85106383,0.42553191,0.0,1.70212766,1.27659574,0.42553191
20190606_sample_7,0.8,0.0,0.8,0.0,1.6,0.8,0.8,1.6,0.0,1.6,0.0,0.8,1.6,1.6,1.6,0.0,3.2,0.8,2.4,0.0
20190607_sample_3,1.94444444,1.94444444,1.52777778,0.83333333,0.97222222,1.25,1.52777778,0.27777778,0.55555556,1.11111111,1.11111111,0.97222222,0.97222222,0.55555556,0.69444444,1.11111111,0.55555556,0.41666667,0.69444444,0.97222222
20190610_sample_1,0.0,1.0,0.5,1.5,2.0,0.5,1.5,0.0,1.5,1.0,1.5,1.0,2.5,1.5,1.5,0.0,1.0,1.0,0.5,0.0
20190610_sample_3,0.33898305,1.69491525,1.01694915,0.6779661,0.6779661,1.01694915,0.6779661,0.33898305,1.01694915,0.6779661,1.69491525,1.01694915,2.03389831,1.69491525,0.33898305,1.3559322,1.3559322,0.6779661,0.6779661,1.01694915
20190610_sample_4,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
20190610_sample_8,1.36752137,1.02564103,1.02564103,0.34188034,0.68376068,1.36752137,1.02564103,0.85470085,0.85470085,1.02564103,1.70940171,1.1965812,1.02564103,1.1965812,0.68376068,0.51282051,1.02564103,1.1965812,0.85470085,1.02564103
20190610_sample_10,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,0.0
20190610_sample_12,0.86956522,0.86956522,4.34782609,1.73913043,0.0,0.86956522,0.86956522,1.73913043,0.86956522,0.0,0.86956522,0.86956522,1.73913043,0.0,0.86956522,1.73913043,0.86956522,0.86956522,0.0,0.0
